Date : 2021-04-28 01:50:40
Directory : d:\horizon\admin
Total : 66 files,  24005 codes, 270 comments, 607 blanks, all 24882 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| src\views\users                                                |          3 |        157 |          0 |         30 |        187 |
| src\views\widgets                                              |          3 |        666 |          2 |         28 |        696 |
+----------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------+------------------+------------+------------+------------+------------+
| filename                                                       | language         | code       | comment    | blank      | total      |
+----------------------------------------------------------------+------------------+------------+------------+------------+------------+
| d:\horizon\admin\REACT.md                                      | Markdown         |         13 |          0 |          7 |         20 |
| d:\horizon\admin\jsconfig.json                                 | JSON             |          6 |          0 |          0 |          6 |
| d:\horizon\admin\package-lock.json                             | JSON             |     18,918 |          0 |          1 |     18,919 |
| d:\horizon\admin\package.json                                  | JSON             |         70 |         10 |          0 |         80 |
| d:\horizon\admin\public\index.html                             | HTML             |         20 |         23 |          1 |         44 |
| d:\horizon\admin\public\manifest.json                          | JSON             |         15 |          0 |          1 |         16 |
| d:\horizon\admin\src\App.js                                    | JavaScript       |         29 |          4 |          7 |         40 |
| d:\horizon\admin\src\App.test.js                               | JavaScript       |         17 |          0 |          5 |         22 |
| d:\horizon\admin\src\assets\icons\index.js                     | JavaScript       |        259 |          0 |          3 |        262 |
| d:\horizon\admin\src\assets\icons\logo-negative.js             | JavaScript       |          3 |          0 |          1 |          4 |
| d:\horizon\admin\src\assets\icons\logo.js                      | JavaScript       |          3 |          0 |          1 |          4 |
| d:\horizon\admin\src\assets\icons\sygnet.js                    | JavaScript       |          9 |          0 |          1 |         10 |
| d:\horizon\admin\src\containers\TheContent.js                  | JavaScript       |         41 |          1 |          5 |         47 |
| d:\horizon\admin\src\containers\TheFooter.js                   | JavaScript       |         17 |          0 |          3 |         20 |
| d:\horizon\admin\src\containers\TheHeader.js                   | JavaScript       |        105 |          1 |         15 |        121 |
| d:\horizon\admin\src\containers\TheLayout.js                   | JavaScript       |         22 |          0 |          4 |         26 |
| d:\horizon\admin\src\containers\TheSidebar.js                  | JavaScript       |         46 |          9 |          7 |         62 |
| d:\horizon\admin\src\containers\_nav.js                        | JavaScript       |        137 |          0 |          4 |        141 |
| d:\horizon\admin\src\containers\index.js                       | JavaScript       |         12 |          0 |          2 |         14 |
| d:\horizon\admin\src\containers\preview-modal.css              | CSS              |          0 |          0 |          1 |          1 |
| d:\horizon\admin\src\firebase\firebase.js                      | JavaScript       |         14 |          1 |          4 |         19 |
| d:\horizon\admin\src\index.js                                  | JavaScript       |         19 |         34 |         14 |         67 |
| d:\horizon\admin\src\polyfill.js                               | JavaScript       |         26 |         26 |         12 |         64 |
| d:\horizon\admin\src\queries\queries.js                        | JavaScript       |          0 |         17 |          6 |         23 |
| d:\horizon\admin\src\reusable\Accordion\Accordion.css          | CSS              |         45 |          8 |          9 |         62 |
| d:\horizon\admin\src\reusable\Accordion\Accordion.jsx          | JavaScript React |         38 |          2 |         11 |         51 |
| d:\horizon\admin\src\reusable\Accordion\Chevron.jsx            | JavaScript React |         18 |          0 |          3 |         21 |
| d:\horizon\admin\src\reusable\index.js                         | JavaScript       |          3 |          0 |          1 |          4 |
| d:\horizon\admin\src\reusable\old_Accordion.js                 | JavaScript       |         53 |          0 |          2 |         55 |
| d:\horizon\admin\src\routes.js                                 | JavaScript       |         31 |          0 |          9 |         40 |
| d:\horizon\admin\src\scss\_custom.scss                         | SCSS             |          3 |          1 |          1 |          5 |
| d:\horizon\admin\src\scss\_fixes.scss                          | SCSS             |         13 |          2 |          2 |         17 |
| d:\horizon\admin\src\scss\_variables.scss                      | SCSS             |          0 |          1 |          1 |          2 |
| d:\horizon\admin\src\scss\style.scss                           | SCSS             |          4 |          4 |          4 |         12 |
| d:\horizon\admin\src\serviceWorker.js                          | JavaScript       |         85 |         30 |         13 |        128 |
| d:\horizon\admin\src\setupTests.js                             | JavaScript       |         13 |          0 |          3 |         16 |
| d:\horizon\admin\src\store.js                                  | JavaScript       |         14 |          0 |          3 |         17 |
| d:\horizon\admin\src\views\Gallery\Gallery.jsx                 | JavaScript React |         98 |          0 |         22 |        120 |
| d:\horizon\admin\src\views\Preview\Preview.js                  | JavaScript       |         25 |          1 |          8 |         34 |
| d:\horizon\admin\src\views\Preview\preview.css                 | CSS              |          0 |          0 |          1 |          1 |
| d:\horizon\admin\src\views\UploadImg\UploadImg.jsx             | JavaScript React |        151 |          1 |         31 |        183 |
| d:\horizon\admin\src\views\charts\ChartBarSimple.js            | JavaScript       |         65 |          2 |          9 |         76 |
| d:\horizon\admin\src\views\charts\ChartLineSimple.js           | JavaScript       |        136 |          2 |         15 |        153 |
| d:\horizon\admin\src\views\charts\Charts.js                    | JavaScript       |        205 |          0 |          9 |        214 |
| d:\horizon\admin\src\views\charts\MainChartExample.js          | JavaScript       |         93 |          1 |          8 |        102 |
| d:\horizon\admin\src\views\dashboard\Dashboard.js              | JavaScript       |        313 |          0 |         19 |        332 |
| d:\horizon\admin\src\views\mailing\MailingList.js              | JavaScript       |         93 |          5 |         17 |        115 |
| d:\horizon\admin\src\views\pages\landing\Hero.js               | JavaScript       |        257 |         14 |         28 |        299 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1.js       | JavaScript       |        214 |         25 |         30 |        269 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1Card.js   | JavaScript       |         99 |          8 |         13 |        120 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns2.jsx      | JavaScript React |        294 |         13 |         42 |        349 |
| d:\horizon\admin\src\views\pages\landing\LensInfo1.jsx         | JavaScript React |        220 |          2 |         24 |        246 |
| d:\horizon\admin\src\views\pages\landing\LensInfo2.jsx         | JavaScript React |        294 |         13 |         51 |        358 |
| d:\horizon\admin\src\views\pages\landing\News.jsx              | JavaScript React |        248 |          4 |         42 |        294 |
| d:\horizon\admin\src\views\pages\landing\_demo_lensdesigns2.js | JavaScript       |         13 |          0 |          1 |         14 |
| d:\horizon\admin\src\views\pages\login\Login.js                | JavaScript       |         76 |          0 |          3 |         79 |
| d:\horizon\admin\src\views\pages\page404\Page404.js            | JavaScript       |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\page500\Page500.js            | JavaScript       |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\register\Register.js          | JavaScript       |         78 |          0 |          3 |         81 |
| d:\horizon\admin\src\views\users\User.js                       | JavaScript       |         37 |          0 |          5 |         42 |
| d:\horizon\admin\src\views\users\Users.js                      | JavaScript       |         80 |          0 |          9 |         89 |
| d:\horizon\admin\src\views\users\UsersData.js                  | JavaScript       |         40 |          0 |         16 |         56 |
| d:\horizon\admin\src\views\widgets\Widgets.js                  | JavaScript       |        362 |          0 |          9 |        371 |
| d:\horizon\admin\src\views\widgets\WidgetsBrand.js             | JavaScript       |        164 |          1 |         13 |        178 |
| d:\horizon\admin\src\views\widgets\WidgetsDropdown.js          | JavaScript       |        140 |          1 |          6 |        147 |
| d:\horizon\admin\static.json                                   | JSON             |          5 |          3 |          0 |          8 |
| Total                                                          |                  |     24,005 |        270 |        607 |     24,882 |
+----------------------------------------------------------------+------------------+------------+------------+------------+------------+
